"Salesforce Customer ID","Installation End Date","Installation PL Closed","Installation Address - ZIP Code","Opportunity Battery Capacity kWh"
"C000733357","10.08.2023, 17:01","30.08.2023, 14:56","44287","0"
"C000699383","28.08.2023, 14:59","30.08.2023, 14:55","33161","10"
"C000596844","18.08.2023, 15:56","30.08.2023, 14:49","02763","10"
"C000661186","22.08.2023, 16:00","30.08.2023, 14:47","97640","10"
"C000341914","04.08.2023, 19:16","30.08.2023, 14:38","45968","10"
"C000393264","24.08.2023, 16:50","30.08.2023, 14:33","93339","10"
"C000742775","24.08.2023, 13:37","30.08.2023, 14:28","49843","10"
"C000451776","22.08.2023, 18:18","30.08.2023, 14:26","59514","10"
"C000671464","04.08.2023, 15:56","30.08.2023, 14:12","51371","10"
"C000621213","19.08.2023, 20:54","30.08.2023, 14:11","94530","10"
"C000316299","14.08.2023, 18:31","30.08.2023, 14:11","59929","10"
"C000700659","22.08.2023, 17:25","30.08.2023, 14:05","53347","5"
"C000615425","23.08.2023, 17:01","30.08.2023, 14:03","56237","10"
"C000681081","22.08.2023, 16:31","30.08.2023, 14:01","74424","5"
"C000701020","25.08.2023, 17:16","30.08.2023, 13:57","53842","10"
"C000699858","28.08.2023, 14:18","30.08.2023, 13:57","95100","10"
"C000625523","31.07.2023, 18:27","30.08.2023, 13:56","76646","10"
"C000699960","02.08.2023, 18:21","30.08.2023, 13:55","45665","10"
"C000705336","21.08.2023, 17:23","30.08.2023, 13:51","88480","10"
"C000731037","28.08.2023, 18:27","30.08.2023, 13:50","57299","0"
"C000578858","22.08.2023, 14:35","30.08.2023, 13:45","06128","10"
"C000720360","03.08.2023, 18:00","30.08.2023, 13:43","19336","10"
"C000709009","17.08.2023, 15:44","30.08.2023, 13:41","26723","5"
"C000707135","23.08.2023, 17:41","30.08.2023, 13:29","32689","10"
"C000749421","24.08.2023, 15:58","30.08.2023, 13:20","59821","10"
"C000715498","24.08.2023, 15:03","30.08.2023, 13:08","41749","5"
"C000135455","03.08.2023, 17:18","30.08.2023, 13:04","66706","10"
"C000669918","24.08.2023, 16:35","30.08.2023, 13:04","18528","5"
"C000760340","28.08.2023, 17:00","30.08.2023, 13:02","19077","5"
"C000701493","22.08.2023, 15:16","30.08.2023, 13:01","35096","5"
"C000575626","19.07.2023, 19:00","30.08.2023, 12:59","23562","10"
"C000657062","08.08.2023, 18:30","30.08.2023, 12:57","35279","10"
"C000707166","24.08.2023, 22:06","30.08.2023, 12:50","24601","10"
"C000687388","28.08.2023, 15:19","30.08.2023, 12:40","14959","15"
"C000685103","01.08.2023, 15:16","30.08.2023, 12:34","39307","10"
"C000741835","23.08.2023, 18:55","30.08.2023, 12:17","97514","10"
"C000289955","28.08.2023, 18:07","30.08.2023, 12:14","66424","10"
"C000616452","29.08.2023, 16:44","30.08.2023, 11:55","97447","10"
"C000509544","11.08.2023, 18:13","30.08.2023, 11:29","53844","5"
"C000702736","23.08.2023, 19:19","30.08.2023, 11:23","73669","5"
"C000760930","22.08.2023, 17:52","30.08.2023, 11:22","01594","10"
"C000684254","23.08.2023, 19:13","30.08.2023, 11:21","76689","10"
"C000702348","21.08.2023, 20:30","30.08.2023, 11:16","63931","10"
"C000201182","22.08.2023, 14:47","30.08.2023, 11:05","75031","10"
"C000184787","01.08.2023, 18:01","30.08.2023, 11:02","66287","10"
"C000630511","10.08.2023, 18:49","30.08.2023, 10:41","58849","10"
"C000778310","29.08.2023, 21:00","30.08.2023, 10:40","44329","10"
"C000175509","20.06.2023, 18:56","30.08.2023, 10:23","78054","10"
"C000621101","11.08.2023, 17:14","30.08.2023, 10:15","26209","10"
"C000629879","24.08.2023, 17:48","30.08.2023, 10:06","26655","10"
"C000755435","23.08.2023, 18:17","30.08.2023, 09:45","76297","10"
"C000605177","02.08.2023, 20:17","30.08.2023, 09:39","84140","10"
"C000570513","16.08.2023, 18:19","30.08.2023, 09:34","96049","10"
"C000610563","18.08.2023, 17:54","30.08.2023, 09:29","91555","15"
"C000502158","28.08.2023, 21:26","30.08.2023, 09:22","71522","10"
"C000604401","29.08.2023, 17:36","30.08.2023, 09:18","15324","10"
"C000646947","28.08.2023, 18:01","30.08.2023, 09:17","15859","10"
"C000684605","28.08.2023, 18:26","30.08.2023, 09:15","02977","10"
"C000610340","25.08.2023, 14:00","30.08.2023, 09:13","14656","10"
"C000600243","01.09.2023, 14:34","30.08.2023, 09:11","41472","10"
"C000639420","29.08.2023, 18:03","30.08.2023, 09:10","63128","15"
"C000685995","29.08.2023, 17:50","30.08.2023, 09:08","35619","10"
"C000768889","28.08.2023, 17:54","30.08.2023, 09:06","14913","16"
"C000594053","10.08.2023, 18:00","29.08.2023, 22:03","48165","10"
"C000707796","25.08.2023, 21:00","29.08.2023, 21:42","59227","10"
"C000692043","22.08.2023, 14:39","29.08.2023, 21:42","34323","10"
"C000538938","28.08.2023, 17:42","29.08.2023, 21:41","31249","15"
"C000684859","25.08.2023, 17:20","29.08.2023, 21:37","34320","10"
"C000737940","24.08.2023, 20:00","29.08.2023, 21:34","29331","10"
"C000016422","28.08.2023, 19:00","29.08.2023, 21:33","27386","15"
"C000805362","24.08.2023, 15:30","29.08.2023, 21:29","31319","10"
"C000646825","13.07.2023, 14:59","29.08.2023, 21:26","37235","10"
"C000662443","29.08.2023, 11:00","29.08.2023, 21:21","31061","10"
"C000651462","19.08.2023, 18:00","29.08.2023, 21:19","38536","10"
"C000666490","28.08.2023, 18:36","29.08.2023, 21:17","49635","15"
"C000790506","28.08.2023, 14:24","29.08.2023, 21:14","38547","10"
"C000705631","25.08.2023, 16:02","29.08.2023, 21:10","52385","10"
"C000697780","10.08.2023, 15:42","29.08.2023, 20:56","82057","10"
"C000728394","25.08.2023, 18:07","29.08.2023, 20:20","24211","5"
"C000636571","25.08.2023, 10:09","29.08.2023, 20:15","63500","10"
"C000690077","25.08.2023, 17:10","29.08.2023, 20:09","09120","10"
"C000687024","19.08.2023, 18:24","29.08.2023, 19:55","50129","15"
"C000669319","01.08.2023, 17:08","29.08.2023, 19:54","53424","10"
"C000636364","28.07.2023, 17:08","29.08.2023, 19:53","53332","10"
"C000650973","28.07.2023, 14:52","29.08.2023, 19:51","50259","5"
"C000632076","13.07.2023, 17:16","29.08.2023, 19:28","27753","10"
"C000570173","04.07.2023, 20:00","29.08.2023, 19:26","87679","15"
"C000558024","25.07.2023, 19:53","29.08.2023, 19:23","26553","10"
"C000700509","25.07.2023, 17:11","29.08.2023, 19:11","04420","10"
"C000755792","28.08.2023, 14:12","29.08.2023, 19:07","06502","10"
"C000688756","23.08.2023, 17:25","29.08.2023, 18:59","64625","15"
"C000176018","23.08.2023, 14:53","29.08.2023, 18:50","06246","10"
"C000647762","11.07.2023, 17:25","29.08.2023, 18:44","23881","5"
"C000637998","21.08.2023, 18:01","29.08.2023, 18:34","18439","10"
"C000606332","23.08.2023, 14:08","29.08.2023, 18:32","53340","10"
"C000743916","23.08.2023, 15:00","29.08.2023, 18:32","58675","10"
"C000671450","22.08.2023, 15:44","29.08.2023, 18:31","58093","10"
"C000384890","21.07.2023, 14:00","29.08.2023, 18:26","81241","5"
"C000660783","26.07.2023, 18:37","29.08.2023, 18:24","26340","10"
"C000590948","17.07.2023, 20:00","29.08.2023, 18:23","89614","10"
"C000599540","25.07.2023, 14:43","29.08.2023, 18:23","47475","10"
"C000589666","20.06.2023, 18:12","29.08.2023, 18:21","83395","10"
"C000622307","12.07.2023, 16:20","29.08.2023, 18:20","25355","10"
"C000552633","13.07.2023, 19:00","29.08.2023, 18:19","24109","10"
"C000745275","24.08.2023, 14:13","29.08.2023, 18:15","21465","10"
"C000734323","23.08.2023, 17:33","29.08.2023, 18:13","23843","10"
"C000625780","21.08.2023, 16:30","29.08.2023, 18:11","25474","10"
"C000498245","23.08.2023, 17:13","29.08.2023, 17:59","26209","10"
"C000619188","21.07.2023, 19:54","29.08.2023, 17:54","18574","10"
"C000510291","24.08.2023, 17:32","29.08.2023, 17:49","39615","10"
"C000744136","23.08.2023, 18:06","29.08.2023, 17:30","74586","10"
"C000804449","28.08.2023, 18:29","29.08.2023, 17:07","59368","10"
"C000710766","07.08.2023, 18:32","29.08.2023, 17:04","85114","10"
"C000632938","24.08.2023, 17:34","29.08.2023, 17:04","52525","10"
"C000678779","22.08.2023, 15:38","29.08.2023, 16:51","56357","10"
"C000689529","02.08.2023, 15:09","29.08.2023, 16:49","23795","5"
"C000704230","22.08.2023, 19:23","29.08.2023, 16:48","26316","10"
"C000724625","24.08.2023, 18:30","29.08.2023, 16:46","24855","15"
"C000725345","22.08.2023, 19:00","29.08.2023, 16:45","24872","10"
"C000632360","28.08.2023, 17:20","29.08.2023, 16:38","79227","5"
"C000703234","22.08.2023, 15:16","29.08.2023, 16:38","56645","10"
"C000664735","28.08.2023, 15:12","29.08.2023, 16:37","71101","10"
"C000212975","21.07.2023, 18:53","29.08.2023, 16:31","53945","0"
"C000606647","09.08.2023, 15:40","29.08.2023, 16:21","97456","10"
"C000695934","09.08.2023, 14:08","29.08.2023, 16:16","39356","10"
"C000703195","23.08.2023, 17:55","29.08.2023, 16:01","56182","10"
"C000238348","24.08.2023, 16:30","29.08.2023, 15:50","96231","10"
"C000723916","22.08.2023, 18:41","29.08.2023, 15:47","57078","10"
"C000548388","25.08.2023, 17:53","29.08.2023, 15:46","67817","10"
"C000749140","23.08.2023, 18:04","29.08.2023, 15:41","56237","10"
"C000747413","22.08.2023, 14:45","29.08.2023, 15:40","39218","10"
"C000636129","19.07.2023, 14:48","29.08.2023, 15:39","52070","10"
"C000525286","17.08.2023, 15:44","29.08.2023, 15:31","30539","10"
"C000707002","03.08.2023, 15:04","29.08.2023, 15:30","47807","10"
"C000688967","03.08.2023, 19:00","29.08.2023, 15:28","26632","10"
"C000701617","17.08.2023, 18:26","29.08.2023, 15:27","65468","10"
"C000742958","24.08.2023, 14:43","29.08.2023, 15:24","31249","10"
"C000258342","28.06.2023, 09:25","29.08.2023, 15:21","59510","10"
"C000686296","25.08.2023, 13:35","29.08.2023, 15:20","07333","10"
"C000720072","23.08.2023, 20:00","29.08.2023, 15:17","07973","10"
"C000657996","23.08.2023, 17:21","29.08.2023, 15:06","50259","10"
"C000727639","24.08.2023, 17:37","29.08.2023, 15:04","53501","10"
"C000742700","28.08.2023, 17:27","29.08.2023, 15:03","45899","5"
"C000680002","24.08.2023, 14:56","29.08.2023, 15:01","53881","10"
"C000435274","25.07.2023, 16:36","29.08.2023, 14:56","23847","10"
"C000691779","25.08.2023, 08:19","29.08.2023, 14:55","03149","10"
"C000744139","28.08.2023, 18:28","29.08.2023, 14:44","03149","5"
"C000631429","02.08.2023, 18:06","29.08.2023, 14:39","83530","10"
"C000317096","29.08.2023, 18:30","29.08.2023, 14:37","72574","10"
"C000639411","15.08.2023, 18:04","29.08.2023, 14:36","21244","10"
"C000656929","24.08.2023, 17:17","29.08.2023, 14:36","61352","10"
"C000690465","22.08.2023, 21:40","29.08.2023, 14:28","26639","10"
"C000679202","09.08.2023, 18:55","29.08.2023, 14:25","24107","10"
"C000746502","29.08.2023, 20:44","29.08.2023, 14:22","16556","10"
"C000560636","23.08.2023, 14:31","29.08.2023, 14:19","97526","10"
"C000212991","22.08.2023, 13:47","29.08.2023, 14:14","39446","10"
"C000613463","28.08.2023, 19:00","29.08.2023, 14:12","36103","10"
"C000705444","22.08.2023, 17:32","29.08.2023, 13:39","25485","10"
"C000588974","23.08.2023, 18:00","29.08.2023, 13:29","85656","5"
"C000310405","23.08.2023, 19:00","29.08.2023, 13:11","48324","16"
"C000576728","15.08.2023, 17:04","29.08.2023, 13:11","68623","10"
"C000788989","25.08.2023, 17:29","29.08.2023, 13:10","90547","5"
"C000686523","21.08.2023, 18:15","29.08.2023, 13:08","85521","5"
"C000711738","17.08.2023, 17:37","29.08.2023, 12:45","32683","10"
"C000569829","28.08.2023, 17:34","29.08.2023, 12:32","73557","10"
"C000756097","21.08.2023, 15:49","29.08.2023, 12:24","16909","10"
"C000122137","21.08.2023, 19:01","29.08.2023, 12:19","26532","5"
"C000625563","23.08.2023, 18:50","29.08.2023, 12:16","23909","10"
"C000690349","24.08.2023, 17:37","29.08.2023, 12:13","25873","10"
"C000670171","31.07.2023, 17:28","29.08.2023, 12:03","93333","10"
"C000654401","24.08.2023, 16:52","29.08.2023, 11:19","26384","5"
"C000133527","21.08.2023, 15:05","29.08.2023, 10:56","39638","5"
"C000757531","25.08.2023, 08:19","29.08.2023, 10:53","09125","10"
"C000748863","22.08.2023, 18:11","29.08.2023, 10:43","14776","10"
"C000642935","21.08.2023, 19:38","29.08.2023, 10:42","89297","10"
"C000671790","24.08.2023, 08:48","29.08.2023, 10:34","19205","10"
"C000720908","22.08.2023, 17:45","29.08.2023, 10:32","16244","10"
"C000633394","17.08.2023, 17:32","29.08.2023, 10:29","64846","10"
"C000634806","25.08.2023, 14:50","29.08.2023, 10:26","55218","10"
"C000688869","26.08.2023, 16:38","29.08.2023, 10:23","75181","5"
"C000642005","28.08.2023, 14:12","29.08.2023, 10:21","71701","5"
"C000409701","17.07.2023, 19:02","29.08.2023, 10:17","16766","5"
"C000769525","24.08.2023, 16:40","29.08.2023, 09:33","39326","16"
"C000686775","21.08.2023, 16:07","29.08.2023, 09:06","63691","10"
"C000708936","21.08.2023, 16:00","29.08.2023, 08:59","49434","10"
"C000658274","04.08.2023, 19:06","29.08.2023, 08:48","49324","10"
"C000612258","25.08.2023, 21:00","29.08.2023, 08:47","48683","10"
"C000748991","24.08.2023, 15:20","29.08.2023, 08:42","49196","5"
"C000675596","23.08.2023, 15:54","29.08.2023, 08:42","48346","10"
"C000569943","28.08.2023, 15:14","29.08.2023, 07:44","65795","10"
"C000666977","28.08.2023, 17:28","29.08.2023, 07:42","63477","5"
"C000724049","28.08.2023, 18:25","29.08.2023, 07:41","35647","10"
"C000675632","28.08.2023, 17:41","29.08.2023, 07:40","65520","10"
"C000675421","28.08.2023, 18:01","29.08.2023, 07:39","63667","10"
"C000427027","21.08.2023, 15:04","29.08.2023, 07:39","54413","10"
"C000623021","18.08.2023, 17:01","28.08.2023, 22:16","96515","10"
"C000391563","23.08.2023, 17:19","28.08.2023, 22:14","89291","10"
"C000581946","03.08.2023, 15:00","28.08.2023, 22:13","91154","10"
"C000698226","24.08.2023, 19:00","28.08.2023, 22:07","38667","10"
"C000706292","10.08.2023, 14:50","28.08.2023, 22:05","31275","5"
"C000756262","25.08.2023, 13:48","28.08.2023, 22:03","30539","10"
"C000765139","23.08.2023, 19:00","28.08.2023, 21:52","48429","10"
"C000719115","25.08.2023, 18:04","28.08.2023, 21:51","37176","10"
"C000721491","24.08.2023, 18:25","28.08.2023, 21:46","38528","5"
"C000704572","28.08.2023, 12:52","28.08.2023, 21:25","47647","5"
"C000567524","25.08.2023, 15:37","28.08.2023, 20:54","88250","10"
"C000402290","23.08.2023, 17:22","28.08.2023, 20:51","28876","10"
"C000723919","16.08.2023, 14:00","28.08.2023, 20:34","16230","10"
"C000682699","09.08.2023, 14:00","28.08.2023, 20:30","26629","10"
"C000744422","23.08.2023, 16:03","28.08.2023, 19:51","49832","10"
"C000276233","18.08.2023, 18:19","28.08.2023, 19:44","85053","10"
"C000693041","17.08.2023, 18:11","28.08.2023, 19:41","45359","5"
"C000629205","24.08.2023, 18:27","28.08.2023, 19:27","67677","10"
"C000682038","21.08.2023, 13:21","28.08.2023, 19:25","94267","10"
"C000721235","25.08.2023, 07:40","28.08.2023, 19:25","85092","10"
"C000703200","28.08.2023, 15:21","28.08.2023, 19:21","24594","10"
"C000664414","28.08.2023, 17:19","28.08.2023, 19:17","13127","10"
"C000464732","24.08.2023, 22:35","28.08.2023, 19:15","29633","10"
"C000744529","24.08.2023, 13:27","28.08.2023, 19:13","34320","10"
"C000641732","24.08.2023, 14:49","28.08.2023, 19:11","38458","10"
"C000332996","25.08.2023, 17:13","28.08.2023, 19:07","55442","10"
"C000415935","21.08.2023, 20:00","28.08.2023, 18:52","89287","10"
"C000600637","25.08.2023, 16:18","28.08.2023, 18:49","93473","10"
"C000665588","08.08.2023, 16:40","28.08.2023, 18:45","53909","10"
"C000683259","24.08.2023, 17:45","28.08.2023, 18:39","34292","10"
"C000536499","31.05.2023, 18:00","28.08.2023, 18:35","38379","10"
"C000754898","23.08.2023, 18:34","28.08.2023, 18:33","31073","5"
"C000752641","23.08.2023, 17:55","28.08.2023, 18:32","27386","10"
"C000689596","24.08.2023, 12:02","28.08.2023, 18:28","49824","5"
"C000631608","09.08.2023, 17:29","28.08.2023, 18:22","71157","10"
"C000627234","15.08.2023, 18:48","28.08.2023, 18:22","89191","10"
"C000685298","16.08.2023, 18:21","28.08.2023, 18:21","29331","10"
"C000701242","22.08.2023, 17:34","28.08.2023, 18:20","75015","10"
"C000109424","23.08.2023, 14:59","28.08.2023, 18:20","97261","5"
"C000573067","20.07.2023, 16:12","28.08.2023, 18:19","51789","10"
"C000519000","16.08.2023, 20:22","28.08.2023, 18:19","72639","10"
"C000731041","22.08.2023, 18:07","28.08.2023, 18:14","99869","5"
"C000697969","01.08.2023, 17:53","28.08.2023, 18:04","42285","10"
"C000675297","23.08.2023, 17:39","28.08.2023, 18:01","53501","5"
"C000173869","22.08.2023, 14:41","28.08.2023, 17:50","03226","0"
"C000236804","24.04.2023, 17:24","28.08.2023, 17:32","41470","5"
"C000632912","13.07.2023, 17:41","28.08.2023, 17:32","76855","10"
"C000583118","25.07.2023, 17:16","28.08.2023, 17:29","45239","10"
"C000551541","24.08.2023, 14:29","28.08.2023, 17:19","29553","10"
"C000715733","14.08.2023, 15:03","28.08.2023, 17:19","67435","10"
"C000700032","17.08.2023, 18:25","28.08.2023, 17:19","24999","10"
"C000586593","27.07.2023, 16:42","28.08.2023, 17:17","27283","16"
"C000699867","24.08.2023, 16:08","28.08.2023, 17:14","51429","10"
"C000676834","24.08.2023, 12:00","28.08.2023, 17:13","37176","5"
"C000684807","23.08.2023, 19:30","28.08.2023, 17:11","26826","10"
"C000585192","23.08.2023, 16:58","28.08.2023, 17:09","28717","10"
"C000773344","23.08.2023, 15:40","28.08.2023, 17:07","57439","10"
"C000680336","25.08.2023, 14:55","28.08.2023, 17:06","53340","5"
"C000673446","23.08.2023, 15:20","28.08.2023, 17:06","50769","10"
"C000634122","24.08.2023, 18:47","28.08.2023, 17:05","26345","10"
"C000591746","23.08.2023, 17:04","28.08.2023, 17:04","50739","5"
"C000722526","24.08.2023, 14:03","28.08.2023, 17:03","58642","0"
"C000730443","25.08.2023, 11:46","28.08.2023, 17:03","46419","15"
"C000136207","16.08.2023, 17:00","28.08.2023, 16:45","97237","10"
"C000685018","28.08.2023, 18:08","28.08.2023, 16:42","47627","10"
"C000674555","23.08.2023, 14:00","28.08.2023, 16:41","15713","5"
"C000671172","04.08.2023, 15:24","28.08.2023, 16:38","66484","10"
"C000749499","25.08.2023, 15:28","28.08.2023, 16:34","85126","10"
"C000723660","25.08.2023, 15:42","28.08.2023, 16:33","03226","10"
"C000729399","22.08.2023, 09:16","28.08.2023, 16:29","47546","10"
"C000574063","05.08.2023, 18:05","28.08.2023, 16:20","88138","5"
"C000376738","23.02.2023, 18:00","28.08.2023, 15:57","16348","5"
"C000784477","24.08.2023, 18:07","28.08.2023, 15:55","19288","5"
"C000769541","24.08.2023, 11:03","28.08.2023, 15:54","06343","10"
"C000702543","23.08.2023, 15:58","28.08.2023, 15:26","39435","5"
"C000645987","23.08.2023, 17:15","28.08.2023, 15:20","55546","10"
"C000738645","22.08.2023, 17:27","28.08.2023, 15:10","15831","5"
"C000652100","16.08.2023, 14:32","28.08.2023, 14:57","04205","5"
"C000691725","09.08.2023, 18:19","28.08.2023, 14:51","92637","5"
"C000566107","14.08.2023, 14:00","28.08.2023, 14:40","01855","10"
"C000697672","23.08.2023, 18:43","28.08.2023, 14:32","74078","10"
"C000216562","23.08.2023, 17:19","28.08.2023, 14:21","67141","10"
"C000751743","23.08.2023, 12:09","28.08.2023, 14:15","99334","10"
"C000738853","23.08.2023, 17:17","28.08.2023, 14:15","22399","5"
"C000728538","23.08.2023, 15:00","28.08.2023, 14:14","06667","5"
"C000632937","25.08.2023, 15:37","28.08.2023, 14:14","24223","10"
"C000676263","16.08.2023, 17:41","28.08.2023, 14:06","39167","10"
"C000623281","21.08.2023, 17:00","28.08.2023, 13:36","85435","10"
"C000659224","21.08.2023, 15:00","28.08.2023, 13:30","75038","10"
"C000699640","23.08.2023, 19:26","28.08.2023, 13:29","26441","5"
"C000604932","22.08.2023, 10:24","28.08.2023, 13:26","35094","15"
"C000676015","05.08.2023, 17:57","28.08.2023, 13:07","50226","0"
"C000660574","17.08.2023, 17:27","28.08.2023, 13:02","14552","15"
"C000416949","09.08.2023, 18:13","28.08.2023, 12:57","97633","10"
"C000705357","22.08.2023, 15:00","28.08.2023, 12:43","88525","10"
"C000252606","14.08.2023, 16:59","28.08.2023, 12:27","28719","10"
"C000598189","19.07.2023, 13:36","28.08.2023, 12:21","27574","10"
"C000414395","17.08.2023, 15:03","28.08.2023, 12:21","73084","5"
"C000677131","31.07.2023, 18:08","28.08.2023, 12:19","77866","10"
"C000619019","05.08.2023, 19:20","28.08.2023, 12:15","73268","5"
"C000687049","18.08.2023, 18:24","28.08.2023, 12:08","84155","15"
"C000023912","24.08.2023, 15:01","28.08.2023, 11:49","06279","10"
"C000340058","25.08.2023, 14:40","28.08.2023, 11:22","65193","10"
"C000678039","24.08.2023, 17:34","28.08.2023, 11:21","56179","15"
"C000669516","24.08.2023, 18:26","28.08.2023, 11:18","58809","10"
"C000712263","09.08.2023, 15:16","28.08.2023, 11:08","06469","10"
"C000745269","22.08.2023, 19:34","28.08.2023, 10:49","27313","10"
"C000718286","17.08.2023, 17:58","27.08.2023, 22:44","49090","10"
"C000723166","03.08.2023, 14:18","27.08.2023, 22:16","34414","10"
"C000712310","16.08.2023, 10:28","27.08.2023, 22:08","29468","5"
"C000655006","21.08.2023, 11:46","27.08.2023, 22:07","29413","10"
"C000677438","07.08.2023, 17:54","27.08.2023, 22:01","34286","10"
"C000691556","21.08.2023, 17:56","27.08.2023, 13:01","21354","10"
"C000722587","18.08.2023, 18:38","27.08.2023, 12:57","26529","5"
"C000676882","22.08.2023, 15:38","27.08.2023, 12:55","26197","10"
"C000749936","23.08.2023, 17:32","26.08.2023, 19:12","56288","10"
"C000721708","24.08.2023, 15:32","26.08.2023, 18:17","74399","10"
"C000676853","17.08.2023, 16:11","26.08.2023, 18:15","54584","5"
"C000691265","23.08.2023, 14:36","26.08.2023, 18:12","46487","5"
"C000684444","23.08.2023, 18:22","26.08.2023, 18:10","74889","10"
"C000620204","11.08.2023, 17:49","26.08.2023, 18:09","87545","10"
"C000506766","22.08.2023, 18:00","26.08.2023, 17:56","66115","10"
"C000700373","14.08.2023, 15:08","26.08.2023, 17:54","74392","10"
"C000751757","24.08.2023, 13:52","26.08.2023, 17:26","15711","10"
"C000620781","17.08.2023, 17:33","26.08.2023, 17:00","63694","10"
"C000652050","15.08.2023, 13:50","26.08.2023, 16:23","73349","0"
"C000707638","14.08.2023, 18:03","26.08.2023, 16:20","21502","10"
"C000675676","17.08.2023, 10:49","26.08.2023, 15:34","27729","15"
"C000706243","03.08.2023, 18:45","26.08.2023, 15:21","23611","10"
"C000207571","15.08.2023, 13:48","26.08.2023, 15:20","27333","10"
"C000559933","17.07.2023, 18:30","26.08.2023, 14:59","76689","10"
"C000630296","11.08.2023, 14:57","26.08.2023, 14:53","35683","10"
"C000679587","08.08.2023, 18:00","26.08.2023, 14:49","67714","10"
"C000740220","17.08.2023, 14:00","26.08.2023, 14:31","16359","10"
"C000747540","21.08.2023, 17:35","26.08.2023, 13:28","97837","10"
"C000589504","23.08.2023, 17:54","26.08.2023, 13:09","67227","10"
"C000128105","25.08.2023, 17:45","26.08.2023, 13:04","63589","5"
"C000617749","24.08.2023, 18:25","26.08.2023, 13:02","97980","15"
"C000433849","22.08.2023, 17:47","26.08.2023, 12:51","39175","10"
"C000158443","25.08.2023, 17:03","26.08.2023, 12:47","16244","5"
"C000690496","22.08.2023, 17:46","26.08.2023, 12:45","66399","10"
"C000670831","22.08.2023, 18:07","26.08.2023, 12:40","73240","10"
"C000690064","25.08.2023, 13:03","26.08.2023, 12:36","41363","10"
"C000543589","08.05.2023, 17:28","26.08.2023, 12:17","51109","10"
"C000636533","29.06.2023, 18:32","26.08.2023, 12:15","59457","10"
"C000533281","08.08.2023, 08:52","26.08.2023, 12:15","95361","10"
"C000679048","22.08.2023, 15:00","26.08.2023, 11:58","56269","10"
"C000238914","18.08.2023, 14:50","26.08.2023, 11:45","64839","10"
"C000340997","21.08.2023, 17:01","26.08.2023, 11:36","79737","10"
"C000597063","13.07.2023, 17:20","26.08.2023, 10:54","78224","15"
"C000705479","21.08.2023, 15:13","26.08.2023, 10:40","07778","10"
"C000384944","05.07.2023, 18:16","26.08.2023, 10:40","79400","10"
"C000689332","24.08.2023, 18:28","26.08.2023, 09:04","14558","10"
"C000700006","16.08.2023, 18:02","26.08.2023, 08:25","66871","10"
"C000624890","27.06.2023, 14:53","26.08.2023, 07:50","54441","15"
"C000659167","08.08.2023, 17:43","26.08.2023, 07:46","74921","10"
"C000577071","17.07.2023, 18:14","26.08.2023, 07:44","97959","0"
"C000610869","01.08.2023, 14:54","26.08.2023, 07:41","63654","10"
"C000658712","18.08.2023, 16:02","25.08.2023, 20:53","53424","10"
"C000697477","18.08.2023, 17:20","25.08.2023, 20:43","25572","10"
"C000690957","15.08.2023, 18:21","25.08.2023, 20:41","26871","5"
"C000710110","22.08.2023, 19:00","25.08.2023, 20:17","38690","10"
"C000653614","18.08.2023, 18:30","25.08.2023, 20:15","29308","15"
"C000214020","16.08.2023, 13:00","25.08.2023, 20:09","37176","10"
"C000705727","21.08.2023, 18:00","25.08.2023, 20:06","30989","10"
"C000545363","28.07.2023, 19:22","25.08.2023, 20:04","33034","10"
"C000781764","18.08.2023, 11:45","25.08.2023, 20:02","15898","5"
"C000615929","23.08.2023, 18:24","25.08.2023, 19:58","03130","10"
"C000440777","10.08.2023, 18:11","25.08.2023, 19:40","26624","10"
"C000741870","25.08.2023, 21:00","25.08.2023, 19:37","37619","10"
"C000415686","31.07.2023, 18:36","25.08.2023, 19:25","26607","10"
"C000597581","21.08.2023, 18:22","25.08.2023, 19:17","45770","15"
"C000036495","27.07.2023, 16:46","25.08.2023, 19:10","78194","16"
"C000681782","21.08.2023, 17:30","25.08.2023, 19:06","35466","10"
"C000636525","17.08.2023, 18:00","25.08.2023, 18:53","46569","15"
"C000686917","17.08.2023, 16:50","25.08.2023, 18:28","49740","10"
"C000645834","02.08.2023, 18:48","25.08.2023, 18:20","50769","10"
"C000610883","17.07.2023, 15:34","25.08.2023, 18:16","17438","10"
"C000762758","18.08.2023, 15:13","25.08.2023, 18:08","37627","10"
"C000621521","14.08.2023, 17:24","25.08.2023, 18:07","67105","10"
"C000718653","15.08.2023, 18:00","25.08.2023, 17:58","49492","10"
"C000650147","11.08.2023, 14:54","25.08.2023, 17:55","31319","10"
"C000666489","23.08.2023, 20:00","25.08.2023, 17:54","30966","5"
"C000505793","17.08.2023, 17:10","25.08.2023, 17:53","37249","10"
"C000716277","16.08.2023, 16:16","25.08.2023, 17:53","32469","10"
"C000698308","10.08.2023, 18:25","25.08.2023, 17:52","37216","10"
"C000660820","18.08.2023, 15:50","25.08.2023, 17:49","78224","5"
"C000756405","23.08.2023, 19:00","25.08.2023, 17:49","38530","10"
"C000460936","22.08.2023, 14:46","25.08.2023, 17:47","31863","10"
"C000636402","18.08.2023, 15:00","25.08.2023, 17:46","15913","10"
"C000724260","18.08.2023, 14:49","25.08.2023, 17:45","15831","10"
"C000689275","18.08.2023, 16:30","25.08.2023, 17:38","31275","5"
